HOME,REST,FORM_PTS,FORM_FG2A,FORM_FG3A,FORM_FTA,FG2_PCT,FG3_PCT,FT_PCT,FORM_MIN,OPP_PACE,OPP_DEF_RATING,PTS
0,1.0,26.8,13.6,4.8,6.6,0.5294117647058824,0.5,0.787878787878788,34.8,102.4,111.7,28
1,4.0,27.4,14.2,5.0,7.6,0.5492957746478874,0.4,0.7631578947368421,34.4,98.3,108.0,36
0,3.0,30.6,14.8,5.2,9.8,0.5675675675675675,0.34615384615384615,0.8571428571428571,36.6,102.2,111.3,8
1,1.0,26.2,14.8,4.2,8.4,0.527027027027027,0.2857142857142857,0.8333333333333333,34.0,105.2,112.6,36
1,8.0,30.0,14.4,5.2,9.0,0.5833333333333334,0.34615384615384615,0.8666666666666667,34.6,105.3,112.5,22
0,1.0,26.0,12.2,6.2,7.0,0.5737704918032788,0.3225806451612903,0.8571428571428571,34.8,102.4,109.0,26
0,2.0,25.6,12.0,5.6,6.2,0.5833333333333334,0.35714285714285715,0.9032258064516128,33.6,98.3,108.0,22
1,3.0,22.8,11.8,6.0,3.6,0.559322033898305,0.3666666666666667,0.8333333333333333,34.0,99.9,115.2,34
0,2.0,28.0,12.2,6.8,6.8,0.5573770491803279,0.4117647058823529,0.8823529411764706,36.6,106.2,110.0,23
0,2.0,25.4,12.8,6.6,5.0,0.5,0.393939393939394,0.96,35.2,98.4,110.6,31
1,2.0,27.2,13.2,7.0,5.0,0.5454545454545455,0.39999999999999997,0.8800000000000001,36.0,101.3,108.9,25
0,2.0,27.0,12.8,7.6,5.6,0.5625,0.34210526315789475,0.8571428571428572,37.8,100.1,111.4,39
1,31.0,30.4,14.6,7.2,8.2,0.589041095890411,0.2777777777777778,0.878048780487805,38.4,99.4,116.2,15
1,2.0,26.6,13.2,7.0,7.0,0.6060606060606061,0.2285714285714286,0.8285714285714285,38.0,98.3,108.0,27
0,2.0,27.4,11.6,8.2,7.2,0.6379310344827587,0.26829268292682934,0.8333333333333333,38.4,102.5,110.1,15
1,1.0,24.2,10.0,7.8,7.4,0.58,0.2820512820512821,0.8108108108108107,35.8,102.4,109.0,27
